"id","qa","questionType"
"35","{""answer"": ""华城盛源综合开发公司"", ""evidence"": [{""企业指标"": {""研发投入占比"": ""4.79 %""}}, {""企业"": {""企业名称"": ""华城盛源综合开发公司""}}, {""省份"": {""省份名称"": ""广东省""}}, {""企业"": {""企业名称"": ""龙河置锦置业公司""}}, {""企业指标"": {""净利润同比增减幅"": ""-32.50 %""}}], ""question"": ""2022年华城盛源综合开发公司的研发投入占比与龙河置锦置业公司的净利润同比增减幅相比，哪个更大？"", ""reference"": [{""ragCompanyData"": ""42462fed-6dbc-400e-b9da-c46efc7fcf28""}, {""ragCompanyData"": ""e42fabec-4192-4d35-8382-c3f2c2575de0""}, {""ragCompany"": ""41fc40f8-35ba-4a45-9c72-56aa081d8caa""}, {""ragCompany"": ""26b455a0-8084-4ea6-a2d9-b08d9305f26b""}]}","combination:企业指标-省份-企业指标"
"36","{""answer"": ""是"", ""evidence"": [{""企业指标"": {""公司市值"": ""310.0 亿元""}}, {""企业"": {""企业名称"": ""华城盛源综合开发公司""}}, {""省份"": {""省份名称"": ""广东省""}}, {""企业"": {""企业名称"": ""龙河置锦置业公司""}}, {""企业指标"": {""营业收入金额"": ""1702394443.0 元""}}], ""question"": ""2022年华城盛源综合开发公司的公司市值是否高于龙河置锦置业公司的营业收入金额？"", ""reference"": [{""ragCompanyData"": ""42462fed-6dbc-400e-b9da-c46efc7fcf28""}, {""ragCompanyData"": ""e42fabec-4192-4d35-8382-c3f2c2575de0""}, {""ragCompany"": ""41fc40f8-35ba-4a45-9c72-56aa081d8caa""}, {""ragCompany"": ""26b455a0-8084-4ea6-a2d9-b08d9305f26b""}]}","combination:企业指标-省份-企业指标"
"37","{""answer"": ""是"", ""evidence"": [{""企业指标"": {""累计PCT专利申请数"": ""93 件""}}, {""企业"": {""企业名称"": ""十阳智光电器公司""}}, {""省份"": {""省份名称"": ""广东省""}}, {""企业"": {""企业名称"": ""徐业智工科技公司""}}, {""企业指标"": {""累计PCT专利申请数"": ""10 件""}}], ""question"": ""2022年十阳智光电器公司的累计PCT专利申请数是否高于徐业智工科技公司的相应数值？"", ""reference"": [{""ragCompanyData"": ""ce42b047-ea53-4a54-9cd5-10e1e29ac434""}, {""ragCompanyData"": ""0a456d79-14fd-443e-9e71-c9df70663a82""}, {""ragCompany"": ""345dea86-b238-41e5-8187-01d30579f033""}, {""ragCompany"": ""0a786746-192d-4c1a-899a-be3590508d6b""}]}","combination:企业指标-省份-企业指标"
"38","{""answer"": ""是"", ""evidence"": [{""企业指标"": {""政府奖励资金或补贴"": ""14071208.03 元""}}, {""企业"": {""企业名称"": ""十阳智光电器公司""}}, {""省份"": {""省份名称"": ""广东省""}}, {""企业"": {""企业名称"": ""徐业智工科技公司""}}, {""企业指标"": {""政府奖励资金或补贴"": ""100476261.0 元""}}], ""question"": ""2022年十阳智光电器公司的政府奖励资金或补贴是否低于徐业智工科技公司的政府奖励资金或补贴？"", ""reference"": [{""ragCompanyData"": ""ce42b047-ea53-4a54-9cd5-10e1e29ac434""}, {""ragCompanyData"": ""0a456d79-14fd-443e-9e71-c9df70663a82""}, {""ragCompany"": ""345dea86-b238-41e5-8187-01d30579f033""}, {""ragCompany"": ""0a786746-192d-4c1a-899a-be3590508d6b""}]}","combination:企业指标-省份-企业指标"
"39","{""answer"": ""是"", ""evidence"": [{""企业指标"": {""雇员总数"": ""1066.0 人""}}, {""企业"": {""企业名称"": ""原通盛盛供应链公司""}}, {""省份"": {""省份名称"": ""广东省""}}, {""企业"": {""企业名称"": ""神轴务锦咨询公司""}}, {""企业指标"": {""雇员总数"": ""133.0 人""}}], ""question"": ""2022年原通盛盛供应链公司的雇员总数是否高于神轴务锦咨询公司的雇员总数？"", ""reference"": [{""ragCompanyData"": ""67aa7a78-b1ee-4a1b-9528-b28368c8deeb""}, {""ragCompanyData"": ""81d91eb1-1f50-4c56-a4e4-a2c803a02c24""}, {""ragCompany"": ""9d65552c-1b38-4861-bbbd-fa673cc1b93c""}, {""ragCompany"": ""06a4b49b-2d95-424a-bc5a-a2a44d235ca2""}]}","combination:企业指标-省份-企业指标"
"40","{""answer"": ""是"", ""evidence"": [{""企业指标"": {""累计中国发明专利失效数"": ""1 件""}}, {""企业"": {""企业名称"": ""原通盛盛供应链公司""}}, {""省份"": {""省份名称"": ""广东省""}}, {""企业"": {""企业名称"": ""神轴务锦咨询公司""}}, {""企业指标"": {""累计中国发明专利失效数"": ""8 件""}}], ""question"": ""2022年原通盛盛供应链公司的累计中国发明专利失效数是否低于神轴务锦咨询公司的同一指标？"", ""reference"": [{""ragCompanyData"": ""67aa7a78-b1ee-4a1b-9528-b28368c8deeb""}, {""ragCompanyData"": ""81d91eb1-1f50-4c56-a4e4-a2c803a02c24""}, {""ragCompany"": ""9d65552c-1b38-4861-bbbd-fa673cc1b93c""}, {""ragCompany"": ""06a4b49b-2d95-424a-bc5a-a2a44d235ca2""}]}","combination:企业指标-省份-企业指标"
"41","{""answer"": ""是"", ""evidence"": [{""企业指标"": {""政府奖励资金或补贴"": ""8527155.34 元""}}, {""企业"": {""企业名称"": ""光盛昌泽集团公司""}}, {""省份"": {""省份名称"": ""广东省""}}, {""企业"": {""企业名称"": ""众邮政运运港口公司""}}, {""企业指标"": {""政府奖励资金或补贴"": ""36491108.19 元""}}], ""question"": ""2022年光盛昌泽集团公司的政府奖励资金或补贴是否低于众邮政运运港口公司的政府奖励资金或补贴？"", ""reference"": [{""ragCompanyData"": ""991d4848-80a3-44e7-a032-e3cf54278e83""}, {""ragCompanyData"": ""51152e33-2b18-4711-bfda-d4a1fc5b16e0""}, {""ragCompany"": ""604aa624-c515-41ee-b7b2-7b253cdfb094""}, {""ragCompany"": ""bc15ef65-603d-4fea-8d76-65d5708c8459""}]}","combination:企业指标-省份-企业指标"
"42","{""answer"": ""是"", ""evidence"": [{""企业指标"": {""研发投入同比增减幅"": ""-27.60 %""}}, {""企业"": {""企业名称"": ""用丰科联软件公司""}}, {""省份"": {""省份名称"": ""安徽省""}}, {""企业"": {""企业名称"": ""海丽炫悦电气公司""}}, {""企业指标"": {""研发投入同比增减幅"": ""-32.38 %""}}], ""question"": ""2022年用丰科联软件公司的研发投入同比增减幅是否高于海丽炫悦电气公司的研发投入同比增减幅？"", ""reference"": [{""ragCompanyData"": ""44e9ab9f-a44b-4aff-8e7d-daf1378262a1""}, {""ragCompanyData"": ""49347141-510a-48e9-9eae-aeaa66708434""}, {""ragCompany"": ""0b047bf5-e0ad-4a2d-86f2-aa973ef81724""}, {""ragCompany"": ""2a4e9e8a-629f-4e35-b0b6-73e1f611409a""}]}","combination:企业指标-省份-企业指标"
"43","{""answer"": ""是"", ""evidence"": [{""企业指标"": {""总资产"": ""17094624520.40 元""}}, {""企业"": {""企业名称"": ""用丰科联软件公司""}}, {""省份"": {""省份名称"": ""安徽省""}}, {""企业"": {""企业名称"": ""海丽炫悦电气公司""}}, {""企业指标"": {""总资产"": ""2678955419.08 元""}}], ""question"": ""2022年用丰科联软件公司的总资产是否高于海丽炫悦电气公司的总资产？"", ""reference"": [{""ragCompanyData"": ""44e9ab9f-a44b-4aff-8e7d-daf1378262a1""}, {""ragCompanyData"": ""49347141-510a-48e9-9eae-aeaa66708434""}, {""ragCompany"": ""0b047bf5-e0ad-4a2d-86f2-aa973ef81724""}, {""ragCompany"": ""2a4e9e8a-629f-4e35-b0b6-73e1f611409a""}]}","combination:企业指标-省份-企业指标"
"44","{""answer"": ""连机机锦机床公司"", ""evidence"": [{""企业指标"": {""营业收入金额"": ""4259181531.38 元""}}, {""企业"": {""企业名称"": ""恒逸润恒科技股份公司""}}, {""省份"": {""省份名称"": ""江苏省""}}, {""企业"": {""企业名称"": ""连机机锦机床公司""}}, {""企业指标"": {""总资产"": ""6102473889.29 元""}}], ""question"": ""2022年恒逸润恒科技股份公司的营业收入金额与连机机锦机床公司的总资产相比，哪个更高？"", ""reference"": [{""ragCompanyData"": ""445b18a4-fbae-4a49-b1f3-0c83f3557f04""}, {""ragCompanyData"": ""c3537b48-5679-48c0-b912-9c181360ffdf""}, {""ragCompany"": ""66aa1d69-d99c-4c11-8393-cd832d4ac729""}, {""ragCompany"": ""8ea3eaf8-c762-4525-a573-ed3e5ac71842""}]}","combination:企业指标-省份-企业指标"
"45","{""answer"": ""是"", ""evidence"": [{""企业指标"": {""研发人员数量"": ""257.0 人""}}, {""企业"": {""企业名称"": ""恒逸润恒科技股份公司""}}, {""省份"": {""省份名称"": ""江苏省""}}, {""企业"": {""企业名称"": ""连机机锦机床公司""}}, {""企业指标"": {""年度中国专利申请数"": ""75 件""}}], ""question"": ""2022年恒逸润恒科技股份公司的研发人员数量是否低于连机机锦机床公司的年度中国专利申请数？"", ""reference"": [{""ragCompanyData"": ""445b18a4-fbae-4a49-b1f3-0c83f3557f04""}, {""ragCompanyData"": ""c3537b48-5679-48c0-b912-9c181360ffdf""}, {""ragCompany"": ""66aa1d69-d99c-4c11-8393-cd832d4ac729""}, {""ragCompany"": ""8ea3eaf8-c762-4525-a573-ed3e5ac71842""}]}","combination:企业指标-省份-企业指标"
"46","{""answer"": 37950292402.87, ""evidence"": [{""企业指标"": {""总资产"": ""78458358656.04 元""}}, {""企业"": {""企业名称"": ""平汝港通运物流公司""}}, {""省份"": {""省份名称"": ""江苏省""}}, {""企业"": {""企业名称"": ""卫星润锦科技股份公司""}}, {""企业指标"": {}}], ""question"": ""2022年平汝港通运物流公司的总资产与卫星润锦科技股份公司的总负债相比，相差多少？"", ""reference"": [{""ragCompanyData"": ""fa2375e5-202c-4f7f-bae3-5d96cbeeaaf8""}, {""ragCompanyData"": ""0ec89f27-4b21-43c2-ae26-69d789b9e8ac""}, {""ragCompany"": ""e0583755-6bf9-4c80-a2cd-5d51dc51e05c""}, {""ragCompany"": ""6d6e1959-c844-4469-acce-840c7c7f2599""}]}","combination:企业指标-省份-企业指标"
"47","{""answer"": ""卫星润锦科技股份公司"", ""evidence"": [{""企业指标"": {""净利润同比增减幅"": ""-9.38 %""}}, {""企业"": {""企业名称"": ""平汝港通运物流公司""}}, {""省份"": {""省份名称"": ""江苏省""}}, {""企业"": {""企业名称"": ""卫星润锦科技股份公司""}}, {""企业指标"": {""净利润金额"": ""388147978.44 元""}}], ""question"": ""2022年平汝港通运物流公司的净利润同比增减幅与卫星润锦科技股份公司的净利润金额相比，哪个数值更大？"", ""reference"": [{""ragCompanyData"": ""fa2375e5-202c-4f7f-bae3-5d96cbeeaaf8""}, {""ragCompanyData"": ""0ec89f27-4b21-43c2-ae26-69d789b9e8ac""}, {""ragCompany"": ""e0583755-6bf9-4c80-a2cd-5d51dc51e05c""}, {""ragCompany"": ""6d6e1959-c844-4469-acce-840c7c7f2599""}]}","combination:企业指标-省份-企业指标"
"48","{""answer"": ""是"", ""evidence"": [{""企业画像"": {""行业"": ""批发和零售业"", ""企业名称"": ""高尹泽通批发公司""}}, {""企业"": {""企业名称"": ""高尹泽通批发公司""}}, {""行业"": {""行业名称"": ""批发和零售业""}}, {""企业"": {""企业名称"": ""永惠泽汇批发公司""}}, {""企业画像"": {""行业"": ""批发和零售业"", ""企业名称"": ""永惠泽汇批发公司""}}], ""question"": ""2022年高尹泽通批发公司的行业与永惠泽汇批发公司的行业是否一致？"", ""reference"": [{""ragCompany"": ""a9b797ac-f74d-4a35-acfa-01b494fe2b3f""}, {""ragCompany"": ""c02c6c02-5aa8-45ac-a752-7feb7538bf2c""}]}","combination:企业画像-行业-企业画像"
"49","{""answer"": ""高尹泽通批发公司"", ""evidence"": [{""企业画像"": {""上市时间"": ""1992-08-17"", ""企业名称"": ""高尹泽通批发公司""}}, {""企业"": {""企业名称"": ""高尹泽通批发公司""}}, {""行业"": {""行业名称"": ""批发和零售业""}}, {""企业"": {""企业名称"": ""永惠泽汇批发公司""}}, {""企业画像"": {""上市时间"": ""1993-02-02"", ""企业名称"": ""永惠泽汇批发公司""}}], ""question"": ""1992年高尹泽通批发公司的上市时间与永惠泽汇批发公司的上市时间相比，哪个更早？"", ""reference"": [{""ragCompany"": ""a9b797ac-f74d-4a35-acfa-01b494fe2b3f""}, {""ragCompany"": ""c02c6c02-5aa8-45ac-a752-7feb7538bf2c""}]}","combination:企业画像-行业-企业画像"
"50","{""answer"": ""是"", ""evidence"": [{""企业画像"": {""行业"": ""金属制品业"", ""企业名称"": ""麻钢泰锦材料公司""}}, {""企业"": {""企业名称"": ""麻钢泰锦材料公司""}}, {""行业"": {""行业名称"": ""金属制品业""}}, {""企业"": {""企业名称"": ""麻钢钢盛不锈钢公司""}}, {""企业画像"": {""行业"": ""金属制品业"", ""企业名称"": ""麻钢钢盛不锈钢公司""}}], ""question"": ""2022年麻钢泰锦材料公司的行业与麻钢钢盛不锈钢公司的行业是否相同？"", ""reference"": [{""ragCompany"": ""7d643897-2fa1-4382-b948-8b984738888c""}, {""ragCompany"": ""9da5bd9f-2707-4ea0-9bf8-ae269b9f71e7""}]}","combination:企业画像-行业-企业画像"
"51","{""answer"": ""是"", ""evidence"": [{""企业画像"": {""企业名称"": ""麻钢泰锦材料公司"", ""企业类型"": ""沪深""}}, {""企业"": {""企业名称"": ""麻钢泰锦材料公司""}}, {""行业"": {""行业名称"": ""金属制品业""}}, {""企业"": {""企业名称"": ""麻钢钢盛不锈钢公司""}}, {""企业画像"": {""企业名称"": ""麻钢钢盛不锈钢公司"", ""企业类型"": ""沪深""}}], ""question"": ""2022年麻钢泰锦材料公司的企业类型与麻钢钢盛不锈钢公司的企业类型是否一致？"", ""reference"": [{""ragCompany"": ""7d643897-2fa1-4382-b948-8b984738888c""}, {""ragCompany"": ""9da5bd9f-2707-4ea0-9bf8-ae269b9f71e7""}]}","combination:企业画像-行业-企业画像"
"52","{""answer"": ""是"", ""evidence"": [{""企业画像"": {""行业"": ""消费电子及电气业"", ""企业名称"": ""创玮耀盛电器公司""}}, {""企业"": {""企业名称"": ""创玮耀盛电器公司""}}, {""行业"": {""行业名称"": ""消费电子及电气业""}}, {""企业"": {""企业名称"": ""丽信智创家电公司""}}, {""企业画像"": {""行业"": ""消费电子及电气业"", ""企业名称"": ""丽信智创家电公司""}}], ""question"": ""2022年创玮耀盛电器公司的行业与丽信智创家电公司的行业是否相同？"", ""reference"": [{""ragCompany"": ""1f9ed871-a876-4084-b817-62445a01ae19""}, {""ragCompany"": ""f216eb5c-96da-4edd-8659-6cf8e17b783d""}]}","combination:企业画像-行业-企业画像"
"53","{""answer"": ""是"", ""evidence"": [{""企业画像"": {""交易所"": ""深交所"", ""企业名称"": ""创玮耀盛电器公司""}}, {""企业"": {""企业名称"": ""创玮耀盛电器公司""}}, {""行业"": {""行业名称"": ""消费电子及电气业""}}, {""企业"": {""企业名称"": ""丽信智创家电公司""}}, {""企业画像"": {""交易所"": ""深交所"", ""企业名称"": ""丽信智创家电公司""}}], ""question"": ""2022年创玮耀盛电器公司的交易所与丽信智创家电公司的交易所是否一致？"", ""reference"": [{""ragCompany"": ""1f9ed871-a876-4084-b817-62445a01ae19""}, {""ragCompany"": ""f216eb5c-96da-4edd-8659-6cf8e17b783d""}]}","combination:企业画像-行业-企业画像"
"54","{""answer"": ""碧园产华地产控股公司"", ""evidence"": [{""企业画像"": {""企业名称"": ""碧园产华地产控股公司"", ""成立时间"": ""1989-11-22""}}, {""企业"": {""企业名称"": ""碧园产华地产控股公司""}}, {""行业"": {""行业名称"": ""房地产业""}}, {""企业"": {""企业名称"": ""花润置锦建设开发公司""}}, {""企业画像"": {""企业名称"": ""花润置锦建设开发公司"", ""成立时间"": ""1991-03-30""}}], ""question"": ""碧园产华地产控股公司的成立时间与花润置锦建设开发公司的成立时间相比，哪个更早？"", ""reference"": [{""ragCompany"": ""5f766e43-74ee-4181-8792-be1de51a721e""}, {""ragCompany"": ""f2e93357-9c4a-4b4c-9090-3679117f651a""}]}","combination:企业画像-行业-企业画像"
"55","{""answer"": ""是"", ""evidence"": [{""企业画像"": {""行业"": ""房地产业"", ""企业名称"": ""碧园产华地产控股公司""}}, {""企业"": {""企业名称"": ""碧园产华地产控股公司""}}, {""行业"": {""行业名称"": ""房地产业""}}, {""企业"": {""企业名称"": ""花润置锦建设开发公司""}}, {""企业画像"": {""行业"": ""房地产业"", ""企业名称"": ""花润置锦建设开发公司""}}], ""question"": ""2022年碧园产华地产控股公司的行业与花润置锦建设开发公司的行业是否一致？"", ""reference"": [{""ragCompany"": ""5f766e43-74ee-4181-8792-be1de51a721e""}, {""ragCompany"": ""f2e93357-9c4a-4b4c-9090-3679117f651a""}]}","combination:企业画像-行业-企业画像"
"56","{""answer"": ""健名生康医疗器械公司"", ""evidence"": [{""企业画像"": {""企业名称"": ""健名生康医疗器械公司"", ""成立时间"": ""1994-04-20""}}, {""企业"": {""企业名称"": ""健名生康医疗器械公司""}}, {""行业"": {""行业名称"": ""医药制造业""}}, {""企业"": {""企业名称"": ""康盛康瑞药业股份公司""}}, {""企业画像"": {""企业名称"": ""康盛康瑞药业股份公司"", ""成立时间"": ""2004-10-09""}}], ""question"": ""健名生康医疗器械公司的成立时间与康盛康瑞药业股份公司的成立时间相比，哪个更早？"", ""reference"": [{""ragCompany"": ""b3d11f26-f7b7-4a0f-bfb7-049ceb95f179""}, {""ragCompany"": ""d57c27e6-c71c-478d-8a29-b860c4006dad""}]}","combination:企业画像-行业-企业画像"
"57","{""answer"": ""是"", ""evidence"": [{""企业画像"": {""交易所"": ""深交所"", ""企业名称"": ""健名生康医疗器械公司""}}, {""企业"": {""企业名称"": ""健名生康医疗器械公司""}}, {""行业"": {""行业名称"": ""医药制造业""}}, {""企业"": {""企业名称"": ""康盛康瑞药业股份公司""}}, {""企业画像"": {""交易所"": ""深交所"", ""企业名称"": ""康盛康瑞药业股份公司""}}], ""question"": ""2022年健名生康医疗器械公司的交易所与康盛康瑞药业股份公司的交易所是否一致？"", ""reference"": [{""ragCompany"": ""b3d11f26-f7b7-4a0f-bfb7-049ceb95f179""}, {""ragCompany"": ""d57c27e6-c71c-478d-8a29-b860c4006dad""}]}","combination:企业画像-行业-企业画像"
